Speaker,Detected Speaker,Text
Speaker 0,Reporter ,okay and then in terms of you know geopolitical risks you know i think we've just sort of in the news recently especially in south america we've seen some you know sort of talks from you know from governments and parties about potentially you know raising taxes you know sort of royalties just kind of share your thoughts you know you know about those risks and then just you know at b two gold specifically just you know as you're looking and how do you manage those risks you know for your own operations and also you know similarly when you're sort of looking looking at projects potentially
Speaker 1,Clive T. Johnson,sure i mean a a couple of points there i think we've had great success going all over the world between beam and b2gold from from russia to south africa which is to for east of russia to south africa which is right in the first two points that you can be a part of the world and many places in between many countries in between so the key to our success i find is part of this culture we talk about the fairness respect and transparency but one of the most important things in avoiding political risk or avoiding governments that are disappointed in you such as potentially higher taxes etcetera is because by delivering on the promises you make so if you sit down with the president of a country or other senior politicians as i have done all over the world and you promise them that you're gonna build a gold mine in two and a half years and you're gonna do it responsibly and you're gonna create all these jobs you're gonna pay all these taxes and it's gonna be great for everybody they believe you partly because you're the ceo of a western company unfortunately too many companies in the past i think it's getting better but too many con companies in the past have gone and made promises and not delivered so you have these politicians and other people in these countries going out and repeating the promises made by the company ceo they repeat them to the constituents so i think that's been the cornerstone of our incredible relationships in every country we've been in being transparent being respectful and delivering on the promises we make when we say we're gonna build a mine by such time for such amount of money we do it we've done it time and time again i think 8 8 8 times now around the world so that's part of that equation but i think the other thing about taxation we're fortunate in the areas that we've been we've got we usually have stable tax regimes in the 3 mines right now that i think colombia won't be the same and burkina faso but but so if you look at fekola for example so mali is a very good place for gold mining it has been for decades randgold now part of barrick and attest to that they have great success for decades ourselves and other countries have been very successful part of the thing that we have in mali you don't have in many other countries in the world is that you actually lock in your tax regime for the life of the project when you start so you sign a mining convention with the government and that means they cannot change your tax regime not every country has that we don't have that in canada and many other countries don't have that that's something people don't realize so when you look at political risk there's a case where yes we have a 2012 code which is higher taxes than the 1991 code was much more i would call reasonable levels of taxation everybody should win here but we're we're we're locked in under the under under those conventions a similar situation would have would be in burkina faso if we built keyaka but if you look at the philippines in fact finding the philippines as an example of what i'm starting to talk about around the world with the fact that the post covid opportunity for for for for industries like mining because everyone now needs foreign investment and everyone now is gonna look back in the philippine government saying who were the good actors during covid who kept working safely who kept paying taxes and who kept supporting the environment and also social programs and we stand out in other companies as real stars in that regard so i and we've already seen the philippines government reduce corporate taxes 5% which you don't see very often and we've also seen them open up to more open pit mining in the country and more more exploration and and then more open pit mining in the country they're moving in that direction so that's an example of what i'm saying worldwide we need to talk to the countries that we're in which you're doing and saying look thanks for your help we did it couldn't have done it without your help governments our employees and ourselves all wanted the same thing keep mining if you can do it safely and responsibly because of our culture i think we built up a lot of social licenses that were great and it's a trust relationship so we're going to those governments that i'm just gonna say well you know obviously we wanna build more global than the imaginary country and our success attracts others always does because we tend to be pioneers in some of these countries so they can't afford to really be cranking up taxes now because if they crank up taxes they're normally the highest grade in any country only the highest grade mines will be built do you want 5 new gold mines built or do you want just the one that has high enough grade and better economics to suffer through higher taxes so it's really important that these countries realize don't at this point in time kill the goose the ladies the gold and egg because there's lots of potential growth in gold mining worldwide and other mining i think governments are getting that message and i think the philippines is an example and i think we'll see more of that so so we do a lot of our homework and a lot of our work when we go all around the world on understanding the cultures and the countries we're in respecting the people 97% of our employees are of the country that we're in we have 34 sorry 43 100 employees around the world now so that's all a big part of that and working so closely with local and federal governments once again fairness respect and transparency goes a long way so i see a positive future for the for the gold mining industry and we're very excited about other opportunities like ex uzbekistan we're drilling there we're doing these affiliate companies doing some drilling in japan we've got a really good project in finland they're quite excited about its exploration but these are big good targets for the future as well
Speaker 0,Reporter ,then i mean we've kind of talked about the sort of the pipeline that that you do have how do you when you think about m and a you know how would you i guess sort of rank that when it comes to sort of you know the own projects you have you know and sort of just the opportunities you know that you're you're seeing right now
Speaker 1,Clive T. Johnson,"yeah i think that we had a great track record of doing accretive acquisitions and then making them even better through exploration we demonstrated that in all 3 of the mines that were currently producing it it but it's getting a little tougher because gold prices have gone up so 5 years ago when we acquired a company called papillon australian company they did an excellent job of drilling off fekola and doing the feasibility study on the first 4,000,000 ounces it's now 8,000,000 ounces with our exploration success on top of that but it was quite remarkable because it was recognized as one of the best gold development projects in the world yet there was no competition when we acquired papillon in a friendly takeover which is remarkable the reason was because the investment community was so turned off gold mining companies attempting to build gold mines because tragically many many companies had had done overpaid for acquisitions done a poor job at construction pissed off the governments or and other things there was no appetite for growth yet we've i've been always been prepared in my career to be contrarian and we said we have a long term plan to keep acquiring and building good quality gold mines and we didn't do it we we we kept doing that during the in namibia and then followed by fekola so no competition for now one of the recognized as a world class gold mine and one of the lowest gold producers in the world that's about being contrarian and being prepared to stick with your strategy but the market didn't like what we were doing at the time but we didn't do we didn't dilute our shareholders to do it we used a sensible amount of debt which has now been fully repaid for you know $600,000,000 to to build to build the fekola mill and facilities we we've already paid that debt back so we didn't dilute our shareholders so we have a long term strategy we spend a lot of time on it and one of the great things of being constrained is if you get it right and we've clearly got it right so now back to your question there's much more competition now for the few development projects that are out there so we're not gonna break our habit of a of a career here for me over 30 years almost 40 years and start overpaying for things because there's competition so we the cheapest ounces are always the ones you find we've had a lot of success there we're gonna continue ground fields around the mines but also some of these new exciting targets worldwide we're open to m and a but it's gonna have to be a situation where frankly we're not gonna win a bidding war because other people need growth because they didn't do what we did while we were growing this company when it was a contrary thing to do in building mines so we did the heavy lifting when no one else very few were doing it so now we'll be looking for special situations so i'll just give you one example so the masbate mine which we acquired in 2013 that was acquired by taking over an australian company cja mining who had done a good job of of drilling and feasibility and actually built the mill they were a single mine company and they they went up for sale and and we successfully did a deal then when the competition wasn't too hot and heavy so we did it when we thought was a fair deal for the shareholders but a good deal for our shareholders and then when the guys first walked in and told me about it it was pretty high operating costs close to $900 an ounce so i said well why would you be interested in this and i said well we think we can bring those costs way down so subsequent to that we added some quarters of both $500 an ounce so we took an asset that many others were looked at and said well philippines you know and also you know this is high cost and and that's how good our guys are not just in building minds but making things better sometimes so there's an example so if an opportunity like that shows up we we're not competing with a bunch of other companies because they don't have the ability to do what we do or see the vision or they're scared off of the location or etcetera we'll look at we'll look at that so those are the kind of things you know i think there'll be more m and a in the sector i'm pleased to see that there's been quite a bit because we need less gold mining companies that are better run better management we're seeing that and i think that's quite positive so we'll pick our spots but if you look at our growth chart over the last 13 years it was pretty dramatic from 0 to a 1000000 ounces who would think given our management team that we're gonna stop there so one way or the other i'm pretty confident we're gonna continue to grow the gold production at b2gold but at the same time maintaining one of the highest dividends in the sector so that's the strategy pay a pay a very good dividend to reward our shareholders at the same time keep some of the cash from operations to continue to grow the company through expiration potential m and a and and other opportunities"
Speaker 0,Reporter ,and then just on your point on sort of the industry needing further consolidation do you think some of it was delayed you know just with covid and sort of the difficulties you know accessing various you know sort of assets and projects and is that something where sort of as countries start to open up we kind of see more and more activity or do you think again like the higher gold prices just make it more difficult
Speaker 1,Clive T. Johnson,"that's a good question i i think that there's some of that i definitely you know covid is a lot of challenges of course normally we would send a full team you know to go and evaluate all of our top people not uc consultants our top in house people who've done all this and we would send them to do extensive due diligence on-site but you know we're in a creative industry and the deals tend to still get done and people are using drones and other things and trying to do the best in evaluating something i think the other important point there is that the regular environment in which we live today which sometimes i think aspects of it are kind of overkill a little bit but overall the fact of the matter is the vast majority of companies are not gonna be trying to pull the wheel over your eyes when they look at their project technically with the with the public information requirements now which i i agree with with all the information needed these you know these in other words you you've gotta check the box and you gotta do the work and due diligence etcetera but i don't think we're seeing as many i don't know whatever people misrepresenting their their project for example because that tends to get exposed even by due diligence done on desktop so at the end of the day i think you'll probably see a pickup in m and a already out of necessity you know all of these companies have to continue to grow we all have to be able to grow and there hasn't been a lot of exploration money spent for the most part probably from 5 years ago to 5 to 10 years before that because the sector was so out of favor so there aren't many i don't know of another fekola around right now there's very few ramalates around there's very few chiakas around there aren't many of these so the competition will get more intense but we've also we've always found a good way to grow without breaking our rules about very disciplined acquisitions also exploration has been a huge part we started twice as exploration companies and look what we've grown into so exploration this year we have a $65,000,000 budget and these are really good brownfields around our mines but also expedition targets we're excited about looking for world class discoveries including north of fekola as i mentioned including uzbekistan finland etcetera so we're very excited about that ability to grow as well"
Speaker 0,Reporter ,right and i think we have about 2 minutes left so maybe just to to finish up in terms of capital allocation obviously you have one of the highest dividends out there you know how do you think about i guess you know allocating capital obviously you want to sort of focus on you know your various growth projects but is it something where you wanna keep sort of growing the dividend is it something you would consider you know ever you know sort of linking to a gold price or anything like that or are you more of just focused on sort of sustainable increases
Speaker 1,Clive T. Johnson,yeah some companies have tied the dividend to a percentage of free cash flow etcetera we haven't done that yet because we've been still been kind of growth mode and evaluating our growth opportunity so looking at our capital requirements going forward but we set a pretty high bar here with the dividend just introducing a year and a half ago and have increased it twice since then but we've got to a level now where we think it's it's a good solid place to be we wanna maintain that and we'll look of course gold prices and other things that do we increase that as we go forward and our capital requirements but we're very comfortable with that level of dividend going forward because as i said the strategy is to pay healthy dividend but continue to have cash available to grow the company and we can tap into debt anytime we want but also have some cash from operations to use for expiration things like that so that's the strategy and i think today most of our i think the vast majority of our shareholders who 75% of our shareholders are voted at our agm last week which is pretty remarkable highly supportive of directors and therefore management of the company i think they wanna see us continue to grow that's one of our hallmarks i tell generous funds you don't need to buy us because we produce gold you buy us because we have a big dividend we're really good at what we do we're we're a very low cost producer and we're good at growing the company so we don't buy us just because you're a gold buck and think gold's going higher i think if gold stays right where it is or is lower we're still gonna be a very profitable company that's gonna continue to grow and and succeed
Speaker 0,Reporter ,great perfect well i think with that we are about out of time so clive again thank you for joining us today i greatly appreciate it and and take care
Speaker 1,Clive T. Johnson,thanks for your time one final point we didn't get stuck with esg our responsible mining report we just got our 5th edition we're very proud of that it's on the website accessible and all of the remarkable things we do around the world in esg and our our social programs we're very proud of those we just won 5 significant awards it's detailed on our website if there's a green mining company i like to think that we're at or we're one of them so we're looking forward to continuing to grow that important part of our industry
Speaker 0,Reporter ,perfect great thanks again
Speaker 1,Clive T. Johnson,great good questions thanks for your time thanks
